scenario_id,policy,probe_id,observed_change,probe_action
S17,Policy_B_CostSensitive,P007,none,ACCEPT
S17,Policy_B_CostSensitive,P008,none,ACCEPT
S17,Policy_B_CostSensitive,P009,none,ACCEPT
S17,Policy_B_CostSensitive,P010,none,ACCEPT
S17,Baseline_AlwaysAccept,P001,none,ACCEPT
S17,Baseline_AlwaysAccept,P002,none,ACCEPT
S17,Baseline_AlwaysAccept,P003,none,ACCEPT
S17,Baseline_AlwaysAccept,P004,none,ACCEPT
S17,Baseline_AlwaysAccept,P005,minor,INVESTIGATE
S17,Baseline_AlwaysAccept,P006,minor,INVESTIGATE
S17,Baseline_AlwaysAccept,P007,none,ACCEPT
S17,Baseline_AlwaysAccept,P008,none,ACCEPT
S17,Baseline_AlwaysAccept,P009,none,ACCEPT
S17,Baseline_AlwaysAccept,P010,none,ACCEPT
S18,Policy_A_Threshold,P001,missing,INVESTIGATE
S18,Policy_A_Threshold,P002,none,ACCEPT
S18,Policy_A_Threshold,P003,none,ACCEPT
S18,Policy_A_Threshold,P004,none,ACCEPT
S18,Policy_A_Threshold,P005,none,ACCEPT
S18,Policy_A_Threshold,P006,none,ACCEPT
S18,Policy_A_Threshold,P007,none,ACCEPT
S18,Policy_A_Threshold,P008,none,ACCEPT
S18,Policy_A_Threshold,P009,none,ACCEPT
S18,Policy_A_Threshold,P010,none,ACCEPT
S18,Policy_B_CostSensitive,P001,missing,INVESTIGATE
S18,Policy_B_CostSensitive,P002,none,ACCEPT
S18,Policy_B_CostSensitive,P003,none,ACCEPT
S18,Policy_B_CostSensitive,P004,none,ACCEPT
S18,Policy_B_CostSensitive,P005,none,ACCEPT
S18,Policy_B_CostSensitive,P006,none,ACCEPT
S18,Policy_B_CostSensitive,P007,none,ACCEPT
S18,Policy_B_CostSensitive,P008,none,ACCEPT
S18,Policy_B_CostSensitive,P009,none,ACCEPT
S18,Policy_B_CostSensitive,P010,none,ACCEPT
S18,Baseline_AlwaysAccept,P001,missing,INVESTIGATE
S18,Baseline_AlwaysAccept,P002,none,ACCEPT
S18,Baseline_AlwaysAccept,P003,none,ACCEPT
S18,Baseline_AlwaysAccept,P004,none,ACCEPT
S18,Baseline_AlwaysAccept,P005,none,ACCEPT
S18,Baseline_AlwaysAccept,P006,none,ACCEPT
S18,Baseline_AlwaysAccept,P007,none,ACCEPT
S18,Baseline_AlwaysAccept,P008,none,ACCEPT
S18,Baseline_AlwaysAccept,P009,none,ACCEPT
S18,Baseline_AlwaysAccept,P010,none,ACCEPT
S19,Policy_A_Threshold,P001,missing,INVESTIGATE
S19,Policy_A_Threshold,P002,missing,INVESTIGATE
S19,Policy_A_Threshold,P003,none,ACCEPT
S19,Policy_A_Threshold,P004,none,ACCEPT
S19,Policy_A_Threshold,P005,none,ACCEPT
S19,Policy_A_Threshold,P006,none,ACCEPT
S19,Policy_A_Threshold,P007,none,ACCEPT
S19,Policy_A_Threshold,P008,none,ACCEPT
S19,Policy_A_Threshold,P009,none,ACCEPT
S19,Policy_A_Threshold,P010,none,ACCEPT
S19,Policy_B_CostSensitive,P001,missing,INVESTIGATE
S19,Policy_B_CostSensitive,P002,missing,INVESTIGATE
S19,Policy_B_CostSensitive,P003,none,ACCEPT
S19,Policy_B_CostSensitive,P004,none,ACCEPT
S19,Policy_B_CostSensitive,P005,none,ACCEPT
S19,Policy_B_CostSensitive,P006,none,ACCEPT
S19,Policy_B_CostSensitive,P007,none,ACCEPT
S19,Policy_B_CostSensitive,P008,none,ACCEPT
S19,Policy_B_CostSensitive,P009,none,ACCEPT
S19,Policy_B_CostSensitive,P010,none,ACCEPT
S19,Baseline_AlwaysAccept,P001,missing,INVESTIGATE
S19,Baseline_AlwaysAccept,P002,missing,INVESTIGATE
S19,Baseline_AlwaysAccept,P003,none,ACCEPT
S19,Baseline_AlwaysAccept,P004,none,ACCEPT
S19,Baseline_AlwaysAccept,P005,none,ACCEPT
S19,Baseline_AlwaysAccept,P006,none,ACCEPT
S19,Baseline_AlwaysAccept,P007,none,ACCEPT
S19,Baseline_AlwaysAccept,P008,none,ACCEPT
S19,Baseline_AlwaysAccept,P009,none,ACCEPT
S19,Baseline_AlwaysAccept,P010,none,ACCEPT
S20,Policy_A_Threshold,P001,none,ACCEPT
S20,Policy_A_Threshold,P002,none,ACCEPT
S20,Policy_A_Threshold,P003,none,ACCEPT
S20,Policy_A_Threshold,P004,none,ACCEPT
S20,Policy_A_Threshold,P005,minor,INVESTIGATE
S20,Policy_A_Threshold,P006,none,ACCEPT
S20,Policy_A_Threshold,P007,none,ACCEPT
S20,Policy_A_Threshold,P008,none,ACCEPT
S20,Policy_A_Threshold,P009,none,ACCEPT
S20,Policy_A_Threshold,P010,none,ACCEPT
S20,Policy_B_CostSensitive,P001,none,ACCEPT
S20,Policy_B_CostSensitive,P002,none,ACCEPT
S20,Policy_B_CostSensitive,P003,none,ACCEPT
S20,Policy_B_CostSensitive,P004,none,ACCEPT
S20,Policy_B_CostSensitive,P005,minor,INVESTIGATE
S20,Policy_B_CostSensitive,P006,none,ACCEPT
S20,Policy_B_CostSensitive,P007,none,ACCEPT
S20,Policy_B_CostSensitive,P008,none,ACCEPT
S20,Policy_B_CostSensitive,P009,none,ACCEPT
S20,Policy_B_CostSensitive,P010,none,ACCEPT
S20,Baseline_AlwaysAccept,P001,none,ACCEPT
S20,Baseline_AlwaysAccept,P002,none,ACCEPT
S20,Baseline_AlwaysAccept,P003,none,ACCEPT
S20,Baseline_AlwaysAccept,P004,none,ACCEPT
S20,Baseline_AlwaysAccept,P005,minor,INVESTIGATE
S20,Baseline_AlwaysAccept,P006,none,ACCEPT
S20,Baseline_AlwaysAccept,P007,none,ACCEPT
S20,Baseline_AlwaysAccept,P008,none,ACCEPT
S20,Baseline_AlwaysAccept,P009,none,ACCEPT
S20,Baseline_AlwaysAccept,P010,none,ACCEPT
S21,Policy_A_Threshold,P001,none,ACCEPT
S21,Policy_A_Threshold,P002,none,ACCEPT
S21,Policy_A_Threshold,P003,none,ACCEPT
S21,Policy_A_Threshold,P004,none,ACCEPT
S21,Policy_A_Threshold,P005,none,ACCEPT
S21,Policy_A_Threshold,P006,minor,INVESTIGATE
S21,Policy_A_Threshold,P007,none,ACCEPT
S21,Policy_A_Threshold,P008,none,ACCEPT
S21,Policy_A_Threshold,P009,none,ACCEPT
S21,Policy_A_Threshold,P010,none,ACCEPT
S21,Policy_B_CostSensitive,P001,none,ACCEPT
S21,Policy_B_CostSensitive,P002,none,ACCEPT
S21,Policy_B_CostSensitive,P003,none,ACCEPT
S21,Policy_B_CostSensitive,P004,none,ACCEPT
S21,Policy_B_CostSensitive,P005,none,ACCEPT
S21,Policy_B_CostSensitive,P006,minor,INVESTIGATE
S21,Policy_B_CostSensitive,P007,none,ACCEPT
S21,Policy_B_CostSensitive,P008,none,ACCEPT
S21,Policy_B_CostSensitive,P009,none,ACCEPT
S21,Policy_B_CostSensitive,P010,none,ACCEPT
S21,Baseline_AlwaysAccept,P001,none,ACCEPT
S21,Baseline_AlwaysAccept,P002,none,ACCEPT
S21,Baseline_AlwaysAccept,P003,none,ACCEPT
S21,Baseline_AlwaysAccept,P004,none,ACCEPT
S21,Baseline_AlwaysAccept,P005,none,ACCEPT
S21,Baseline_AlwaysAccept,P006,minor,INVESTIGATE
S21,Baseline_AlwaysAccept,P007,none,ACCEPT
S21,Baseline_AlwaysAccept,P008,none,ACCEPT
S21,Baseline_AlwaysAccept,P009,none,ACCEPT
S21,Baseline_AlwaysAccept,P010,none,ACCEPT
S22,Policy_A_Threshold,P001,major,INVESTIGATE
S22,Policy_A_Threshold,P002,none,ACCEPT
S22,Policy_A_Threshold,P003,none,ACCEPT
S22,Policy_A_Threshold,P004,none,ACCEPT
S22,Policy_A_Threshold,P005,minor,INVESTIGATE
S22,Policy_A_Threshold,P006,minor,INVESTIGATE
S22,Policy_A_Threshold,P007,none,ACCEPT
S22,Policy_A_Threshold,P008,none,ACCEPT
S22,Policy_A_Threshold,P009,none,ACCEPT
S22,Policy_A_Threshold,P010,none,ACCEPT
S22,Policy_B_CostSensitive,P001,major,INVESTIGATE
S22,Policy_B_CostSensitive,P002,none,ACCEPT
S22,Policy_B_CostSensitive,P003,none,ACCEPT
S22,Policy_B_CostSensitive,P004,none,ACCEPT
S22,Policy_B_CostSensitive,P005,minor,INVESTIGATE
S22,Policy_B_CostSensitive,P006,minor,INVESTIGATE
S22,Policy_B_CostSensitive,P007,none,ACCEPT
S22,Policy_B_CostSensitive,P008,none,ACCEPT
S22,Policy_B_CostSensitive,P009,none,ACCEPT
S22,Policy_B_CostSensitive,P010,none,ACCEPT
S22,Baseline_AlwaysAccept,P001,major,INVESTIGATE
S22,Baseline_AlwaysAccept,P002,none,ACCEPT
S22,Baseline_AlwaysAccept,P003,none,ACCEPT
S22,Baseline_AlwaysAccept,P004,none,ACCEPT
S22,Baseline_AlwaysAccept,P005,minor,INVESTIGATE
S22,Baseline_AlwaysAccept,P006,minor,INVESTIGATE
S22,Baseline_AlwaysAccept,P007,none,ACCEPT
S22,Baseline_AlwaysAccept,P008,none,ACCEPT
S22,Baseline_AlwaysAccept,P009,none,ACCEPT
S22,Baseline_AlwaysAccept,P010,none,ACCEPT
S23,Policy_A_Threshold,P001,major,INVESTIGATE
S23,Policy_A_Threshold,P002,none,ACCEPT
S23,Policy_A_Threshold,P003,major,INVESTIGATE
S23,Policy_A_Threshold,P004,none,ACCEPT
S23,Policy_A_Threshold,P005,minor,INVESTIGATE
S23,Policy_A_Threshold,P006,none,ACCEPT
S23,Policy_A_Threshold,P007,none,ACCEPT
S23,Policy_A_Threshold,P008,none,ACCEPT
S23,Policy_A_Threshold,P009,none,ACCEPT
S23,Policy_A_Threshold,P010,none,ACCEPT
S23,Policy_B_CostSensitive,P001,major,INVESTIGATE
S23,Policy_B_CostSensitive,P002,none,ACCEPT
S23,Policy_B_CostSensitive,P003,major,INVESTIGATE
S23,Policy_B_CostSensitive,P004,none,ACCEPT
S23,Policy_B_CostSensitive,P005,minor,INVESTIGATE
S23,Policy_B_CostSensitive,P006,none,ACCEPT
S23,Policy_B_CostSensitive,P007,none,ACCEPT
S23,Policy_B_CostSensitive,P008,none,ACCEPT
S23,Policy_B_CostSensitive,P009,none,ACCEPT
S23,Policy_B_CostSensitive,P010,none,ACCEPT
S23,Baseline_AlwaysAccept,P001,major,INVESTIGATE
S23,Baseline_AlwaysAccept,P002,none,ACCEPT
S23,Baseline_AlwaysAccept,P003,major,INVESTIGATE
S23,Baseline_AlwaysAccept,P004,none,ACCEPT
S23,Baseline_AlwaysAccept,P005,minor,INVESTIGATE
S23,Baseline_AlwaysAccept,P006,none,ACCEPT
S23,Baseline_AlwaysAccept,P007,none,ACCEPT
S23,Baseline_AlwaysAccept,P008,none,ACCEPT
S23,Baseline_AlwaysAccept,P009,none,ACCEPT
S23,Baseline_AlwaysAccept,P010,none,ACCEPT
S24,Policy_A_Threshold,P001,major,INVESTIGATE
S24,Policy_A_Threshold,P002,major,INVESTIGATE
S24,Policy_A_Threshold,P003,major,INVESTIGATE
S24,Policy_A_Threshold,P004,major,INVESTIGATE
S24,Policy_A_Threshold,P005,minor,INVESTIGATE
S24,Policy_A_Threshold,P006,none,ACCEPT
S24,Policy_A_Threshold,P007,none,ACCEPT
S24,Policy_A_Threshold,P008,major,INVESTIGATE
S24,Policy_A_Threshold,P009,none,ACCEPT
S24,Policy_A_Threshold,P010,none,ACCEPT
S24,Policy_B_CostSensitive,P001,major,INVESTIGATE
S24,Policy_B_CostSensitive,P002,major,INVESTIGATE
S24,Policy_B_CostSensitive,P003,major,INVESTIGATE
S24,Policy_B_CostSensitive,P004,major,INVESTIGATE
S24,Policy_B_CostSensitive,P005,minor,INVESTIGATE
S24,Policy_B_CostSensitive,P006,none,ACCEPT
S24,Policy_B_CostSensitive,P007,none,ACCEPT
S24,Policy_B_CostSensitive,P008,major,INVESTIGATE
S24,Policy_B_CostSensitive,P009,none,ACCEPT
S24,Policy_B_CostSensitive,P010,none,ACCEPT
S24,Baseline_AlwaysAccept,P001,major,INVESTIGATE
S24,Baseline_AlwaysAccept,P002,major,INVESTIGATE
S24,Baseline_AlwaysAccept,P003,major,INVESTIGATE
S24,Baseline_AlwaysAccept,P004,major,INVESTIGATE
S24,Baseline_AlwaysAccept,P005,minor,INVESTIGATE
S24,Baseline_AlwaysAccept,P006,none,ACCEPT
S24,Baseline_AlwaysAccept,P007,none,ACCEPT
S24,Baseline_AlwaysAccept,P008,major,INVESTIGATE
S24,Baseline_AlwaysAccept,P009,none,ACCEPT
S24,Baseline_AlwaysAccept,P010,none,ACCEPT
S25,Policy_A_Threshold,P001,major,INVESTIGATE
S25,Policy_A_Threshold,P002,major,INVESTIGATE
S25,Policy_A_Threshold,P003,major,INVESTIGATE
S25,Policy_A_Threshold,P004,major,INVESTIGATE
S25,Policy_A_Threshold,P005,minor,INVESTIGATE
S25,Policy_A_Threshold,P006,minor,INVESTIGATE
S25,Policy_A_Threshold,P007,major,INVESTIGATE
S25,Policy_A_Threshold,P008,major,INVESTIGATE
S25,Policy_A_Threshold,P009,major,INVESTIGATE
S25,Policy_A_Threshold,P010,major,INVESTIGATE
S25,Policy_B_CostSensitive,P001,major,INVESTIGATE
S25,Policy_B_CostSensitive,P002,major,INVESTIGATE
S25,Policy_B_CostSensitive,P003,major,INVESTIGATE
S25,Policy_B_CostSensitive,P004,major,INVESTIGATE
S25,Policy_B_CostSensitive,P005,minor,INVESTIGATE
S25,Policy_B_CostSensitive,P006,minor,INVESTIGATE
S25,Policy_B_CostSensitive,P007,major,INVESTIGATE
S25,Policy_B_CostSensitive,P008,major,INVESTIGATE
S25,Policy_B_CostSensitive,P009,major,INVESTIGATE
S25,Policy_B_CostSensitive,P010,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P001,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P002,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P003,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P004,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P005,minor,INVESTIGATE
S25,Baseline_AlwaysAccept,P006,minor,INVESTIGATE
S25,Baseline_AlwaysAccept,P007,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P008,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P009,major,INVESTIGATE
S25,Baseline_AlwaysAccept,P010,major,INVESTIGATE
S26,Policy_A_Threshold,P001,none,ACCEPT
S26,Policy_A_Threshold,P002,major,INVESTIGATE
S26,Policy_A_Threshold,P003,none,ACCEPT
S26,Policy_A_Threshold,P004,none,ACCEPT
S26,Policy_A_Threshold,P005,none,ACCEPT
S26,Policy_A_Threshold,P006,none,ACCEPT
S26,Policy_A_Threshold,P007,none,ACCEPT
S26,Policy_A_Threshold,P008,none,ACCEPT
S26,Policy_A_Threshold,P009,none,ACCEPT
S26,Policy_A_Threshold,P010,none,ACCEPT
S26,Policy_B_CostSensitive,P001,none,ACCEPT
S26,Policy_B_CostSensitive,P002,major,INVESTIGATE
S26,Policy_B_CostSensitive,P003,none,ACCEPT
S26,Policy_B_CostSensitive,P004,none,ACCEPT
S26,Policy_B_CostSensitive,P005,none,ACCEPT
S26,Policy_B_CostSensitive,P006,none,ACCEPT
S26,Policy_B_CostSensitive,P007,none,ACCEPT
S26,Policy_B_CostSensitive,P008,none,ACCEPT
S26,Policy_B_CostSensitive,P009,none,ACCEPT
S26,Policy_B_CostSensitive,P010,none,ACCEPT
S26,Baseline_AlwaysAccept,P001,none,ACCEPT
S26,Baseline_AlwaysAccept,P002,major,INVESTIGATE
S26,Baseline_AlwaysAccept,P003,none,ACCEPT
S26,Baseline_AlwaysAccept,P004,none,ACCEPT
S26,Baseline_AlwaysAccept,P005,none,ACCEPT
S26,Baseline_AlwaysAccept,P006,none,ACCEPT
S26,Baseline_AlwaysAccept,P007,none,ACCEPT
S26,Baseline_AlwaysAccept,P008,none,ACCEPT
S26,Baseline_AlwaysAccept,P009,none,ACCEPT
S26,Baseline_AlwaysAccept,P010,none,ACCEPT
S27,Policy_A_Threshold,P001,none,ACCEPT
S27,Policy_A_Threshold,P002,none,ACCEPT
S27,Policy_A_Threshold,P003,major,INVESTIGATE
S27,Policy_A_Threshold,P004,none,ACCEPT
S27,Policy_A_Threshold,P005,none,ACCEPT
S27,Policy_A_Threshold,P006,none,ACCEPT
S27,Policy_A_Threshold,P007,major,INVESTIGATE
S27,Policy_A_Threshold,P008,none,ACCEPT
S27,Policy_A_Threshold,P009,none,ACCEPT
S27,Policy_A_Threshold,P010,none,ACCEPT
S27,Policy_B_CostSensitive,P001,none,ACCEPT
S27,Policy_B_CostSensitive,P002,none,ACCEPT
S27,Policy_B_CostSensitive,P003,major,INVESTIGATE
S27,Policy_B_CostSensitive,P004,none,ACCEPT
S27,Policy_B_CostSensitive,P005,none,ACCEPT
S27,Policy_B_CostSensitive,P006,none,ACCEPT
S27,Policy_B_CostSensitive,P007,major,INVESTIGATE
S27,Policy_B_CostSensitive,P008,none,ACCEPT
S27,Policy_B_CostSensitive,P009,none,ACCEPT
S27,Policy_B_CostSensitive,P010,none,ACCEPT
S27,Baseline_AlwaysAccept,P001,none,ACCEPT
S27,Baseline_AlwaysAccept,P002,none,ACCEPT
S27,Baseline_AlwaysAccept,P003,major,INVESTIGATE
S27,Baseline_AlwaysAccept,P004,none,ACCEPT
S27,Baseline_AlwaysAccept,P005,none,ACCEPT
S27,Baseline_AlwaysAccept,P006,none,ACCEPT
S27,Baseline_AlwaysAccept,P007,major,INVESTIGATE
S27,Baseline_AlwaysAccept,P008,none,ACCEPT
S27,Baseline_AlwaysAccept,P009,none,ACCEPT
S27,Baseline_AlwaysAccept,P010,none,ACCEPT
S28,Policy_A_Threshold,P001,none,ACCEPT
S28,Policy_A_Threshold,P002,none,ACCEPT
S28,Policy_A_Threshold,P003,none,ACCEPT
S28,Policy_A_Threshold,P004,none,ACCEPT
S28,Policy_A_Threshold,P005,minor,INVESTIGATE
S28,Policy_A_Threshold,P006,none,ACCEPT
S28,Policy_A_Threshold,P007,none,ACCEPT
S28,Policy_A_Threshold,P008,none,ACCEPT
S28,Policy_A_Threshold,P009,none,ACCEPT
S28,Policy_A_Threshold,P010,none,ACCEPT
S28,Policy_B_CostSensitive,P001,none,ACCEPT
S28,Policy_B_CostSensitive,P002,none,ACCEPT
S28,Policy_B_CostSensitive,P003,none,ACCEPT
S28,Policy_B_CostSensitive,P004,none,ACCEPT
S28,Policy_B_CostSensitive,P005,minor,INVESTIGATE
S28,Policy_B_CostSensitive,P006,none,ACCEPT
S28,Policy_B_CostSensitive,P007,none,ACCEPT
S28,Policy_B_CostSensitive,P008,none,ACCEPT
S28,Policy_B_CostSensitive,P009,none,ACCEPT
S28,Policy_B_CostSensitive,P010,none,ACCEPT
S28,Baseline_AlwaysAccept,P001,none,ACCEPT
S28,Baseline_AlwaysAccept,P002,none,ACCEPT
S28,Baseline_AlwaysAccept,P003,none,ACCEPT
S28,Baseline_AlwaysAccept,P004,none,ACCEPT
S28,Baseline_AlwaysAccept,P005,minor,INVESTIGATE
S28,Baseline_AlwaysAccept,P006,none,ACCEPT
S28,Baseline_AlwaysAccept,P007,none,ACCEPT
S28,Baseline_AlwaysAccept,P008,none,ACCEPT
S28,Baseline_AlwaysAccept,P009,none,ACCEPT
S28,Baseline_AlwaysAccept,P010,none,ACCEPT
S29,Policy_A_Threshold,P001,none,ACCEPT
S29,Policy_A_Threshold,P002,none,ACCEPT
S29,Policy_A_Threshold,P003,none,ACCEPT
S29,Policy_A_Threshold,P004,none,ACCEPT
S29,Policy_A_Threshold,P005,none,ACCEPT
S29,Policy_A_Threshold,P006,none,ACCEPT
S29,Policy_A_Threshold,P007,none,ACCEPT
S29,Policy_A_Threshold,P008,none,ACCEPT
S29,Policy_A_Threshold,P009,none,ACCEPT
S29,Policy_A_Threshold,P010,none,ACCEPT
S29,Policy_B_CostSensitive,P001,none,ACCEPT
S29,Policy_B_CostSensitive,P002,none,ACCEPT
S29,Policy_B_CostSensitive,P003,none,ACCEPT
S29,Policy_B_CostSensitive,P004,none,ACCEPT
S29,Policy_B_CostSensitive,P005,none,ACCEPT
S29,Policy_B_CostSensitive,P006,none,ACCEPT
S29,Policy_B_CostSensitive,P007,none,ACCEPT
S29,Policy_B_CostSensitive,P008,none,ACCEPT
S29,Policy_B_CostSensitive,P009,none,ACCEPT
S29,Policy_B_CostSensitive,P010,none,ACCEPT
S29,Baseline_AlwaysAccept,P001,none,ACCEPT
S29,Baseline_AlwaysAccept,P002,none,ACCEPT
S29,Baseline_AlwaysAccept,P003,none,ACCEPT
S29,Baseline_AlwaysAccept,P004,none,ACCEPT
S29,Baseline_AlwaysAccept,P005,none,ACCEPT
S29,Baseline_AlwaysAccept,P006,none,ACCEPT
S29,Baseline_AlwaysAccept,P007,none,ACCEPT
S29,Baseline_AlwaysAccept,P008,none,ACCEPT
S29,Baseline_AlwaysAccept,P009,none,ACCEPT
S29,Baseline_AlwaysAccept,P010,none,ACCEPT
S30,Policy_A_Threshold,P001,none,ACCEPT
S30,Policy_A_Threshold,P002,none,ACCEPT
S30,Policy_A_Threshold,P003,none,ACCEPT
S30,Policy_A_Threshold,P004,major,INVESTIGATE
S30,Policy_A_Threshold,P005,none,ACCEPT
S30,Policy_A_Threshold,P006,none,ACCEPT
S30,Policy_A_Threshold,P007,major,INVESTIGATE
S30,Policy_A_Threshold,P008,none,ACCEPT
S30,Policy_A_Threshold,P009,none,ACCEPT
S30,Policy_A_Threshold,P010,none,ACCEPT
S30,Policy_B_CostSensitive,P001,none,ACCEPT
S30,Policy_B_CostSensitive,P002,none,ACCEPT
S30,Policy_B_CostSensitive,P003,none,ACCEPT
S30,Policy_B_CostSensitive,P004,major,INVESTIGATE
S30,Policy_B_CostSensitive,P005,none,ACCEPT
S30,Policy_B_CostSensitive,P006,none,ACCEPT
S30,Policy_B_CostSensitive,P007,major,INVESTIGATE
S30,Policy_B_CostSensitive,P008,none,ACCEPT
S30,Policy_B_CostSensitive,P009,none,ACCEPT
S30,Policy_B_CostSensitive,P010,none,ACCEPT
S30,Baseline_AlwaysAccept,P001,none,ACCEPT
S30,Baseline_AlwaysAccept,P002,none,ACCEPT
S30,Baseline_AlwaysAccept,P003,none,ACCEPT
S30,Baseline_AlwaysAccept,P004,major,INVESTIGATE
S30,Baseline_AlwaysAccept,P005,none,ACCEPT
S30,Baseline_AlwaysAccept,P006,none,ACCEPT
S30,Baseline_AlwaysAccept,P007,major,INVESTIGATE
S30,Baseline_AlwaysAccept,P008,none,ACCEPT
S30,Baseline_AlwaysAccept,P009,none,ACCEPT
S30,Baseline_AlwaysAccept,P010,none,ACCEPT
